TFDAA0020.00	食品中食品添加物建議檢驗方法彙整表(1)	2014-05-14	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=9220&chk=9131A492-6B65-4226-8A20-BFAA0C5690CE	
TFDAA0021.01	食品中磷酸鹽之檢驗方法【第1次修正】	2014-08-12	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=9500&chk=1CE4F9A9-A96C-4C92-9A01-7A257FB3A4F8	
TFDAA0022.00	肉及肉製品水分含量建議檢驗方法	2014-08-14	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=9513&chk=CE385CD3-CF87-45B7-8941-8E1F229C8D0F	
TFDAA0023.00	食品中食品添加物建議檢驗方法彙整表(2)	2014-08-14	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=9515&chk=020BC76E-E29B-45B2-AB42-AD69D5D0C409	
TFDAA0024.00	膠囊錠狀食品中大豆異黃酮之檢驗方法	2014-08-21	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=9545&chk=BF1125C4-1975-432C-930F-44E31A1BBBDD	
TFDAA0025.00	食品中脂溶性維生素之檢驗方法	2014-08-21	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=9546&chk=B43EFEA9-F50E-4ADA-B14F-2B5FD6D56AF9	
TFDAA0026.01	健康食品保健功效(品管指標)成分或特定項目檢驗方法	2017-03-14	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mid=133&id=22836&t=s	
TFDAA0027.00	食品中乙烯二胺四醋酸二鈉鈣之檢驗方法	2014-11-28	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=10052&chk=C2483D79-60FB-4966-B924-4E352AF5C2A6	
TFDAA0028.00	食品中二甲基黃及二乙基黃之鑑別方法	2014-12-24	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=10227&chk=56EB4A45-4157-4D7F-B565-63385D2AA1C2	
TFDAA0029.00	嬰兒配方乳品中碘離子之檢驗方法	2014-12-27	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=10315&chk=BFC7C488-4159-4DFA-BE1E-4181C34D1C5E	
TFDAA0030.00	嬰兒配方乳品中維生素B2之檢驗方法	2014-12-27	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=10316&chk=E9A625A5-C93D-44CE-89BF-FEC9ED8D951F	
TFDAA0031.00	特殊營養食品之營養素含量建議檢驗方法彙整表	2015-01-19	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=10550&chk=7BB09922-CD3D-49DE-9471-6C991280864B	
TFDAA0032.00	以線上淨化高效離子層析法分析食品中溴酸鹽	2015-03-09	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=10868&chk=55ABFE8E-B427-40AC-8578-C1B7A92AF0D0	
TFDAA0033.00	嬰兒配方乳品中膽鹼之檢驗方法	2015-03-19	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=11000&chk=b64d5001-93d2-4c6b-aa03-41f93a0c661f	
TFDAA0034.00	膠囊與錠狀食品中類薑黃素之檢驗方法	2015-03-19	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=11002&chk=04091E9E-C613-4467-A256-F342B8667FDB	
TFDAA0035.00	嬰兒配方乳品中肌醇之檢驗方法	2015-03-19	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=11001&chk=96A9ADE5-E0C7-46F5-9869-051F69D75305	
TFDAA0037.00	食品中蘆薈素之檢驗方法	2015-09-11	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=14035&chk=afff7941-9467-441e-9d5f-3f0623bd777f	
TFDAA0038.00	食品中偶氮二甲醯胺之檢驗方法	2015-10-07	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=14159&chk=fdae197e-de19-404c-afe2-ddc8ed87c002	
TFDAA0039.00	食品中尿素之檢驗方法	2015-10-07	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=14160&chk=0aa8bd70-7d8b-421a-8bce-f22d8a71b2c6	
TFDAA0040.00	醬油中萘酚之檢驗方法	2015-10-07	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=14161&chk=be7a4724-088b-46ce-ac4d-4ae19b5eb7d9	
TFDAA0041.00	食品中反丁烯二酸二甲酯殘留之檢驗方法	2015-10-07	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=14162&chk=45bc3d24-7e8d-4ec7-b754-092e9fcbd83e	
TFDAA0042.00	海參中醋酸之檢驗方法	2015-10-07	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=14163&chk=18dae510-90e1-4d90-ad62-554cfcefe8c8	
TFDAA0043.00	乳汁中硫氰酸根之檢驗方法	2015-11-12	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=17377&chk=561a587f-e70c-48c7-a774-e65a0c0918ff	
TFDAA0044.00	麵條中亞氯酸根之檢驗方法	2015-11-12	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=17378&chk=e00b01bf-24a2-4cdd-b96a-83869ebe5495	
TFDAA0045.00	膠囊與錠狀食品中芝麻素、芝麻林素及五味子乙素之檢驗方法	2015-12-12	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=17519&chk=c4647a06-b2f9-4f5b-a99e-9c8b44019930	
TFDAA0046.00	膠囊與錠狀食品中牛磺酸之檢驗方法	2015-12-12	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=17520&chk=1d2ba3c1-fe85-4086-a3e6-dad731e3670d	
TFDAA0047.00	膠囊與錠狀食品中綠原酸類之檢驗方法	2015-12-12	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=17521&chk=fc009a59-26ff-434a-b4f6-c550ec009904	
TFDAA0048.00	食品中甲醛之檢驗方法(乙醯(代)丙酮法)	2015-12-12	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=17522&chk=4089acab-115b-4619-b31c-dde7bf61e5fb	
TFDAA0049.00	食品中碘含量之檢驗方法	2016-02-25	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=17902&chk=42a30c70-0671-4f3e-a9a7-e2b59f94d34b	
TFDAA0050.00	食品中游離態L-肉鹼之檢驗方法	2016-06-28	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21480&chk=552e5222-97be-4394-92fa-bab3f987c7b6	
TFDAA0051.01	膠囊錠狀食品中葉黃素及玉米黃素之檢驗方法	2016-04-14	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=18113&chk=5a529b28-8328-4c60-b2b6-876d46f185ac	
TFDAA0052.00	食品中褪黑激素之檢驗方法	2016-06-28	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21481&chk=e7de7072-9767-4d83-9e83-de100fedbc39	
TFDAA0053.00	食品中維生素C之檢驗方法	2016-06-28	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21482&chk=92ab4103-d7c8-4c8c-bfc7-b47c6f900fed	
TFDAA0054.00	膠囊及錠狀食品中氟離子之檢驗方法	2016-10-13	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21888&chk=ad7ffd7c-98c9-43f9-a7e7-a59554634c77	
TFDAA0055.00	食品中游離態泛酸之檢驗方法	2016-10-13	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21889&chk=4363cb15-9448-4812-8f2a-c592453b7af6	
TFDAA0056.00	食品中游離態葉酸之檢驗方法	2016-10-13	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=21890&chk=508bd9aa-76b1-4053-8954-055778ecf7e1	
TFDAA0057.00	食品中著色劑之檢驗方法(二)	2017-01-06	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mid=133&id=22388&t=s	
TFDAA0058.00	蛋類中蘇丹色素之檢驗方法	2017-01-06	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mid=133&id=22390&t=s	
TFDAG0001.00	基因改造食品檢驗方法－玉米轉殖品項BT11 (UI: SYN-BTØ11-1)之構造特異性定性及定量檢驗	2011-03-21	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=4600&chk=0816FE45-490D-41FF-8495-ECAB2E82BE9D	
TFDAG0002.00	基因改造食品檢驗方法－玉米轉殖品項EVENT176 (UI SYN-EV176-9)之構造特異性定性及定量檢驗	2011-03-21	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=4601&chk=E7C327FE-4D22-4295-ADA4-E5319400B785	
TFDAG0003.00	基因改造食品檢驗方法－玉米轉殖品項GA21 (UI: MON-ØØØ21-9)之構造特異性定性及定量檢驗	2011-03-21	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=4602&chk=4C134812-149C-486C-BF4F-93C853ED24D1	
TFDAG0004.00	基因改造食品檢驗方法－玉米轉殖品項MON810 (UI: MON-ØØ81Ø-6)之構造特異性定性及定量檢驗	2011-03-21	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=4603&chk=B0CF89A1-5B31-4859-AE56-4898B5F7A409	
TFDAG0005.00	基因改造食品檢驗方法－玉米轉殖品項MON863 (UI: MON-00863-5)之構造特異性定性及定量檢驗	2011-03-21	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=4604&chk=D8D64FFB-C04F-4699-8D28-781752E3A3C5	
TFDAG0006.00	基因改造食品檢驗方法－玉米轉殖品項TC1507 (UI: DAS-Ø15Ø7-1)之構造特異性定性及定量檢驗	2011-03-21	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=4606&chk=A23412FB-8FA6-4F22-9658-47669AD125EB	
TFDAG0007.00	基因改造食品檢驗方法－玉米轉殖品項DAS-59122-7 (UI: DAS-59122-7)之構造特異性定性及定量檢驗	2011-12-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=5547&chk=0359CA13-64AB-4EA3-AC95-C311280C75F7	
TFDAG0008.00	基因改造食品檢驗方法－玉米轉殖品項Event3272 (UI: SYN-E3272-5) 之構造特異性定性及定量檢驗	2011-12-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=5548&chk=396DD110-2E71-408D-94F6-BA870D783534	
TFDAG0009.00	基因改造食品檢驗方法－黃豆轉殖品項40-3-2 (RRS) (UI: MON-Ø4Ø32-6)之轉殖品項特異性定性及定量檢驗	2013-10-04	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8190&chk=16D752F2-B8B2-46E8-BF97-782B79A668D7	
TFDAG0010.00	基因改造食品檢驗方法－玉米轉殖品項LY038 (UI: REN-ØØØ38-3)之轉殖品項特異性定性及定量檢驗	2013-10-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8295&chk=D7B0FBE6-D2DC-451C-8FE7-384E734572EF	
TFDAG0011.00	基因改造食品檢驗方法－玉米轉殖品項MIR604 (UI: SYN-IR6Ø4-5)之轉殖品項特異性定性及定量檢驗	2013-10-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8296&chk=B8189B4B-1485-4288-B860-26ADEC6140A1	
TFDAG0012.00	基因改造食品檢驗方法－玉米轉殖品項MON88017 (UI: MON-88Ø17-3)之構造品項特異性定性及定量檢驗	2013-10-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8297&chk=FFAED614-D5B1-492D-89F7-BA882F837720	
TFDAG0013.00	基因改造食品檢驗方法－玉米轉殖品項MON89034 (UI: MON-89Ø34-3)之轉殖品項特異性定性及定量檢驗	2013-10-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8298&chk=085B8CBD-B79B-4347-9334-71312D030B51	
TFDAG0014.00	基因改造食品檢驗方法－玉米轉殖品項NK603 (UI: MON-ØØ6Ø3-6)之轉殖品項特異性定性及定量檢驗	2013-10-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8299&chk=04865008-E470-43E6-A00D-1A7C352BAD59	
TFDAG0015.00	基因改造食品檢驗方法－玉米轉殖品項T25 (UI: ACS-ZMØØ3-2)之轉殖品項特異性定性及定量檢驗	2013-10-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8300&chk=80B52DDE-49A8-4BA6-ADAD-E6072794F29E	
TFDAG0016.00	基因改造食品檢驗方法－黃豆轉殖品項A2704-12 (UI: ACS-GMØØ5-3)之轉殖品項特異性定性及定量檢驗	2013-10-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8301&chk=E0F2E8A1-0A84-4408-A2A9-1EBA251910C0	
TFDAG0017.00	基因改造食品檢驗方法－黃豆轉殖品項A5547-127 (UI: ACS-GMØØ6-4)之轉殖品項特異性定性及定量檢驗	2013-10-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8302&chk=19FC8904-66DE-4020-8558-90704D5304C6	
TFDAG0018.00	基因改造食品檢驗方法－黃豆轉殖品項DP-305423-1 (UI: DP-3Ø5423-1)之轉殖品項特異性定性及定量檢驗	2013-10-30	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=8303&chk=4B42D653-7759-4220-993D-8299B7D6E6D5	
