014	杜夫萊茵股份有限公司(高雄實驗室)	806高雄市前鎮區南七路3號3樓	(07)831-7000 轉111	http://www.aimex.tw/index02.asp#	106.01.24	防腐劑、硼酸及其鹽類、過氧化氫、甜味劑、硝基夫喃代謝物、金黃色葡萄球菌、包裝飲用水中綠膿桿菌、糞便性鏈球菌、大腸桿菌群、孔雀綠及其代謝物、生菌數、大腸桿菌、大腸桿菌群、沙門氏桿菌、黴菌及酵母菌、水分、粗灰分、粗蛋白、順丁烯二酸、仙人掌桿菌、咖啡因、丙酸、二氧化硫(食品)、乳酸菌、二甲基黃及二乙基黃、膳食纖維、殘留農藥(二)、殘留農藥(五)、動物用藥-多重殘留分析(二)、水產動物類中重金屬(鉛、鎘)、甲基汞(二)	衛生福利部106年01月24日衛授食字第1061100491號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=53937&chk=2cbc8e74-9367-4b61-9b00-60955a46c774	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=24181	
015	上準環境科技股份有限公司(食品衛生實驗室)	40768台中市西屯區工業區三十六路41號	(04) 2358-2525	http://www.sundream.com.tw	105.11.07	硝基呋喃代謝物、孔雀綠及其代謝物、三聚氰胺、油脂中重金屬(砷、鉛、銅、汞)、包裝飲用水中重金屬(砷、鉛、鎘、銅、鋅、汞)、水產動物類重金屬(鉛、鎘)、過氧化氫(食品)、過氧化氫(免洗筷)、硼酸及其鹽類、順丁烯二酸、動物用藥-多重殘留分析(二)、鄰苯二甲酸酯類、食米重金屬(鉛、鎘、汞)、食用菇類重金屬(鉛、鎘) 、四環黴素類、氯黴素類、殘留農藥(二)、(五)	衛生福利部105年11月07日部授食字第1051106143號	http://www.fda.gov.tw:8080/tc/includes/GetFile.ashx?mID=133&id=59469	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=5922&chk=176858c8-59cd-4892-9955-71a372fbd0f0	
016	台灣檢驗科技股份有限公司(食品實驗室-高雄)	81170高雄市楠梓加工出口區開發路61號	(07) 301-2121	http://www.tw.sgs.com/zh_tw/home_tw_v2?	105.09.13	生菌數、大腸桿菌群、糞便性鏈球菌、綠膿桿菌、腸炎弧菌、仙人掌桿菌、大腸桿菌、黴菌及酵母菌、乳品中李斯特菌、沙門氏桿菌、水分、粗灰分、粗脂肪、粗蛋白、酸價、總極性物質、膳食纖維、糖類(葡萄糖、果糖、蔗糖、麥芽糖、乳糖)、硝基呋喃代謝物、孔雀綠及其代謝物、防腐劑、丙酸、動物性成分-定性篩選、動物性成分-豬、羊、雞、牛、食品中植物性成分-蔥、洋蔥、韭菜、蒜、蕎、乙型受體素類、動物用藥-多重殘留分析(二)、防腐劑、著色劑、礦物質(鈣、銅、鐵、鎂、錳、磷、鉀、鈉、鋅)、水產動物類重金屬(鉛、鎘)、食用油脂重金屬(砷、鉛、銅、汞)、硼酸及其鹽類、酸度(蜂蜜)、水不溶物含量(蜂蜜)、澱粉酶活性(蜂蜜)、羥甲基糠醛(蜂蜜)、維生素A、C、咖啡因、塑化劑、甜味劑、乳酸菌、維生素D、順丁烯二酸、組織胺、揮發性鹽基態氮、膽固醇、動物性成分-金絲燕、鹿、單核球增多性李斯特菌、病原性大腸桿菌、阪崎腸桿菌、氯黴素類、四環黴素類、包裝飲用水大腸桿菌群、食品中脂肪酸、過氧化價、維生素E、二甲基黃及二乙基黃、b-內醯胺類抗生素、雙氰胺、金黃色葡萄球菌、飲料類重金屬(砷、鉛、銅、銻、錫)、罐頭類重金屬(鉛、錫)、食米重金屬(鉛、鎘、汞)、蔬果類重金屬(鉛、鎘)、食品添加物規格檢驗-鉛檢查法、食品添加物規格檢驗-重金屬檢查法、食品添加物規格檢驗-砷檢查法、甜味劑、水分(蜂蜜)、糖類(蜂蜜)、聚果糖、志賀氏桿菌、產氣莢膜桿菌、基因改造食品(40-3-2(RRS)、A2704-12、A5547-127、DP-305423-1、DP-356043-5、MON87705、MON87708、MON89788、MON87769、MON87701)	衛生福利部105年09月13日部授食字第1051105162號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=57284&chk=89b1f381-92cd-416b-8d0a-d25042147a07	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=5726&chk=5e28c677-c4b8-4fa0-ad26-5c68c99b1d87	
018	昭信標準檢驗股份有限公司(食品、藥物化粧品檢測實驗室)	24355新北市泰山區明志路3段517號6樓	(02) 2906-4369	http://www.theosin.com.tw/theosin/index2.php	104.09.11	魚油中EPA、DHA、Monacolin K、丙酸、防腐劑	衛生福利部104年09月11日部授食字第1041105931號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=40483&chk=3a9c251b-ad6c-4110-b351-c3969502a44f	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=18678&chk=0d343e13-559a-4067-b053-c77e0447ea99	
020	愛之味股份有限公司(健康科學研究所檢驗分析中心)	62152嘉義縣民雄鄉頭橋工業二路11號	(05) 221-1521	http://agvcn.cn.alibaba.com/	105.04.21	水分、粗蛋白、粗灰分、礦物質(鋅、銅、鐵、鈉、鈣)、粗脂肪、過氧化氫、膳食纖維、防腐劑、生菌數、大腸桿菌群、大腸桿菌、順丁烯二酸、食用菇類重金屬(鉛、鎘)、赭麴毒素A、葡聚糖、聚果糖、黃麴毒素	衛生福利部105年04月21日部授食字第1051102225號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=53934&chk=6bab39ee-22c8-47c4-a60a-403796b74c36	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=22540&chk=9820cd23-66d0-49a2-94e0-c03190e70cf7	
021	國立成功大學-永續環境實驗所(藥物毒物分析實驗室)	709台南市安南區安明路三段500號	(06) 384-0136	http://serc.ncku.edu.tw/index.php?lang=cht	105.01.12	殘留農藥(二)、(五)	衛生福利部105年01月12日部授食字第1041100050號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=49744&chk=6908efb6-338d-40e2-9779-be4f31149f2e	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=21133&chk=bbbfbf6d-1f25-4694-b275-e49024fc61c4	
023	統一企業股份有限公司(永康品管課)	71001台南市永康區中正路301號	(06) 253-6789	http://www.uni-president.com.tw/	105.04.21	生菌數、大腸桿菌、大腸桿菌群、仙人掌桿菌、金黃色葡萄球菌	衛生福利部105年04月21日部授食字第1051102226號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=22226&chk=b7fdb167-7169-4406-94bc-a151690bee75	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=22289&chk=f03087e5-eb94-4c5a-9599-40a98e5c2c73	
024	財團法人中華穀類食品工業技術研究所(化驗組實驗室)	24937新北市八里區中山路三段223號	(02) 2610-1010	http://www.cgprdi.org.tw/	105.07.29	濕麵筋、硼酸及其鹽類、丙酸、防腐劑、木糖醇、水分、粗灰分、順丁烯二酸、赭麴毒素A、黃麴毒素	衛生福利部105年07月29日部授食字第1051104224A號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=56671&chk=6b5a4355-3908-4119-970c-8f0d4cecde54	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=5728&chk=e1be81f1-4cf2-417c-8eb5-ee586a1186c1	
025	正修科技大學超微量研究科技中心(環境檢驗實驗室)	833高雄市鳥松區澄清路840號	(07) 731-0606	http://www2.csu.edu.tw/csitshow/micro/index-1.htm	105.09.14	戴奧辛及多氯聯苯(肉類、乳品類、蛋類、魚貝類、油脂類、蔬果植物類)	衛生福利部105年09月14日部授食字第1051105150號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=57327&chk=61e48216-1284-4559-b414-a1d8c0c1ff1b	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=5923&chk=1f7a81a9-3827-44d6-9448-99c80a9e2514	
026	弘光科技大學(食品與化妝品品質檢驗與分析中心)	433台中市沙鹿區中棲路34號	(04) 2631-8652	http://web.hk.edu.tw/~tacfc/index.files/options_basic_7.html	105.11.07	食品中植物性成分之定性(洋蔥、韭、蕎、蔥、蒜)、硼酸及其鹽類、諾羅病毒、沙波病毒、A型肝炎病毒、二氧化硫、星狀病毒、冬蟲夏草、蟲蛹草、過氧化氫、沙門氏桿菌	衛生福利部105年11月07日部授食字第1051106154號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=59136&chk=2bbf6d89-b324-4b31-bd3e-c1471aac9b2c	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=5924&chk=ebd62c95-94d0-4394-9f71-fb8c82c79992	
027	華友科技顧問股份有限公司(藥物食品化粧品檢驗實驗室)	24255新北市新莊區中正路610號2F	(02) 2906-0887	http://www.hwayo.com.tw/	105.08.18	防腐劑、順丁烯二酸、咖啡因、西藥成分定性(食品)	衛生福利部105年08月18日部授食字第1051104617號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=56906&chk=cce83c35-9d88-460a-a63e-592d0db53915	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=1796&chk=d6b3e304-021a-42f6-9fdc-658f6f4f3de7	
029	台灣檢驗科技股份有限公司(化學實驗室-台北)	24886新北市新北產業園區五權路33號	(02) 2299-3279 	http://www.tw.sgs.com/zh_tw/home_tw_v2	105.06.21	礦物質(鈉)、材質試驗(鉛、鎘)、溶出試驗(鉛、鎘)、雙酚A、溶出試驗(高錳酸鉀消耗量)、溶出試驗(甲基丙烯酸甲酯單體)、溶出試驗(甲醛)、溶出試驗(蒸發殘渣)、溶出試驗(氯乙烯單體)、溶出試驗(氯仿可溶物)、溶出試驗(酚)、溶出試驗(以Pb計)、溶出試驗(砷)、溶出試驗(鋅)、砷之檢驗(以As計)、溶出試驗(銻、鍺)、材質試驗(鋇)、材質鑑別、材質試驗(螢光增白劑-遷移性螢光物質試驗)、耐熱性試驗、溶出試驗(三聚氰胺)、溶出試驗(總乳酸)、溶出試驗(著色劑)、材質試驗(氯乙烯單體)、材質試驗(二丁錫化物)、材質試驗(甲酚磷酸酯)、材質試驗(苯乙烯、甲苯、乙苯、正丙苯、異丙苯)、材質試驗(偏二氯乙烯單體)、溶出試驗(氯甲代環氧丙烷單體)、溶出試驗(氯乙烯單體)、溶出試驗(BBP、DEHA、DINP、DIDP)、免洗筷聯苯、溶出試驗(酚)-哺乳器具除外橡膠類、哺乳器具橡膠類、溶出試驗(鋅)-哺乳器具橡膠類、溶出試驗(鉛)-玻璃、陶瓷器、施琺瑯、材質試驗(2-巯基咪唑啉)-哺乳器具除外橡膠類、材質試驗(鉛、鎘)-哺乳器具除外橡膠類、聚甲基丙烯酸甲酯、聚醯胺(尼龍)、聚乙烯、聚丙烯、聚甲基戊烯、溶出試驗(甲基丙烯酸甲酯單體)-聚甲基丙烯酸甲酯、溶出試驗(己內醯胺單體)-聚醯胺(尼龍)、塑膠類嬰兒奶瓶雙酚A、塑膠類食品容器-可塑劑、免洗筷過氧化氫、免洗筷二氧化硫、材質試驗(鉛、鎘)-聚對苯二甲酸乙二酯、材質試驗(鉛、鎘)-聚乳酸、材質試驗(鉛、鎘)-聚苯砜樹酯塑膠類嬰兒奶瓶、材質試驗(鉛、鎘)-聚碳酸酯、材質試驗(鉛、鎘)-聚醚砜樹酯塑膠類嬰兒奶瓶、溶出試驗(甲醛)-未以塑膠淋膜紙類製品、溶出試驗(銻、鍺)-聚對苯二甲酸乙二酯)	衛生福利部105年06月21日部授食字第1051103395號	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=55987&chk=9bc02a05-8b82-4f7f-bcb7-65cc76a51739	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=5729&chk=4ceb52c2-b180-4f3b-b15c-8bd710fdcde7	
031	統一企業股份有限公司(新市品管課)	74443台南市新市區大營里7號	(06) 599-1511	http://www.uni-president.com.tw/	102.11.22	生菌數、大腸桿菌、大腸桿菌群、乳酸菌	衛生福利部食品藥物管理署102年11月22日部授食字第10211511398號	http://172.16.0.45/upload/133/2013112715413371141.pdf	http://www.fda.gov.tw/TC/includes/GetFile.ashx?mID=133&id=18100&chk=254a0467-c00d-47d1-81c9-3250ea5a2f3d	
