衛評餐服字第049號	臺中市	餐飲服務業	弘光科技大學P棟美食城1樓自助餐區供膳場所	王乃偉	433 沙鹿區 晉江里中棲路34號P棟1樓	04-24717234	廢止	2014-12-21	1000 餐食份/日	白O孆	總經理 李O銘廚師 陳O淑食品衛生管理(專責)人員 白O?	康元餐飲有限公司	李世銘	臺中市西區公正里大進街159號9樓之1		中華民國99年12月22日署授食字第0990078353號函公告通過	
衛評餐服字第104號	屏東縣	餐飲服務業	屏基醫療財團法人屏東基督教醫院供膳場所	余廣亮	900 屏東市 大連路60號	08-9368686	廢止	2014-02-21	500	朱O文	營養師 陳O頻營養師 黃O婷外包廠商負責人 王O珠外包廠商助廚 柯O明	尚豪企業社	王錦珠	屏東縣屏東市民貴三街39號1樓	08-7226456		
衛評餐服字第112號	臺中市	餐飲服務業	台中市東光國小(飪珍記食品有限公司承包)	蔣東霖	40645 北屯區 東光路926號	04-24377215	有效	2018-07-09	2100	莊O惠	食品衛生管理(專責)人員兼營養師 莊O惠行政主廚  廖O雄幼稚園廚工 洪O窕	飪珍記食品有限公司	黃O銓	臺中市太平區永平路二段476巷16號	04-22796868		
衛評餐服字第004號	屏東縣	餐飲服務業	行政院衛生署屏東醫院供膳場所(承包商:麗浤美食館)	鄭裕民	900 屏東市 自由路270號	08-7360311	廢止	2011-11-17	1000	黃O井	承包商負責人  王O珠品質管理人員  曹O淳食品衛生管理(專責)人員  黃O井	麗浤美食館	王錦珠	屏東市博愛路275號	08-7325579		
衛評餐服字第146號	嘉義市	餐飲服務業	臺中榮民總醫院嘉義分院供膳場所	胡昌國	600 西區 世賢路2段600號	05-2359630	廢止	2015-07-18	1,500	陳O真	食品衛生管理專責人員暨營養師 陳O真營養師 溫O婷 營養師 洪O徽 "	大道食品有限公司	趙瑞美	臺南市中西區大福街6號	06-2223305		
衛評餐服字第147號	臺南市	餐飲服務業	國立成功大學醫學院附設醫院供膳場所	楊俊佑	717 仁德區 臺南市勝利路138號	06-2353535	展延(有效)	2017-08-16	2,520	孔O瑞、鄭O華、謝O雯	食品衛生管理專責人員暨營養師 孔O瑞食品衛生管理專責人員暨營養師 鄭O華 謝O雯營養部主任 郭O娥 病人供膳領班 洪O娟病人供膳領班 林O慧病人供膳領班 葉O珠						
衛評餐服字第148號	花蓮縣	餐飲服務業	臺灣基督教門諾會醫療財團法人門諾醫院	吳鏘亮	970 花蓮市 民權路44號	03-8241071	展延(有效)	2017-08-17	2,880	陳O敏	食品衛生管理專責人員暨營養師 陳O閔 營養科主任 鍾O珍營養師 陳O珠新美崙供膳代理組長 吳O奕新美崙庫房管理人員 廖O玲	新美崙企業有限公司	林雅芬	花蓮縣花蓮市民權路44號	03-8241688		
衛評餐服字第150號	嘉義市	餐飲服務業	天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院	王中敬	600 東區 蘭潭里大雅路2段565號	05-2756000	展延(有效)	2017-09-27	2,000	吳O惠	食品衛生管理專責人員暨衛生管理員 吳O惠醫療副院長 鍾O容營養室主任 侯O伊營養室副主任 陳O慧 主廚 鍾O宏營養師 詹O億  營養師 陳O秀營養師 郭O娟營養師 吳O智營養師 何O婷營養師 賴O宏						
衛評餐服字第155號	新北市	餐飲服務業	禧月有限公司	林昭慶	23585 中和區 中山路2段327巷15號3樓	02-22467227	展延(有效)	2017-11-28	300	鄧O恬	經理 杜O啟廠長 尤O茹廚師 游O發						
衛評餐服字第202號	臺北市	餐飲服務業	新光醫療財團法人新光吳火獅紀念醫院供膳場所	侯勝茂	111 士林區 文昌路95號	02-28332211	有效	2017-05-26	3,000餐食份/日	林O瑜	營養課課長 徐光華主廚 王登山管理師 李O珮營養師 陳O綺營養師 歐O嘉管理員 林O娟						
衛評餐服字第204號	臺中市	餐飲服務業	臺中市立萬和國民中學午餐廚房	陳姿伶	40877 南屯區 永春東路885號	04-23807493	有效	2017-06-29	4,500餐食份/日	蔡O傑	主任 楊O賢營養師 張O欣學校營養師 林O玲	梅景食品股份有限公司	黃信允	雲林縣西螺鎮福田里社口68-19號	05-5882573		
衛評餐服字第209號	臺中市	餐飲服務業	澄清綜合醫院中港分院供膳場所	林高德	407 西屯區 台灣大道4段966號17樓	04-2353535	有效	2017-07-21	1,800餐食份/日	張O馨、林O如、莊O茹	營養師 黃O偉/張O馨營養課組長 李O慧營養課課長/承包商營養師 賴O娥/張O馨						
衛評餐服字第211號	臺中市	餐飲服務業	台中市立東山高級中學中央廚房	郭鴻耀	406 北屯區 景賢六路200號	04-23155431	有效	2017-08-02	9,000餐食份/日	彭O文	營養師 朱O薇區域營養師 劉O雯衛生管理專責人員 彭O文	勝騏食品工廠有限公司					
衛評餐服字第212號	臺中市	餐飲服務業	臺中市西屯區大仁國民小學午餐廚房	劉美芬	407 西屯區 重慶路200號	04-23155431	有效	2017-08-20	5,000餐食份/日	黃O綺	營養師 卓O君午餐秘書 曾O雲衛生管理專責人員 黃O綺	勝騏食品工廠有限公司	謝勝騏	台中市北屯區景賢六路200號	04-25685299		
衛評餐服字第213號	臺中市	餐飲服務業	臺中榮民總醫院營養室廚房	許惠恒	407 西屯區 臺灣大道四段1650號	04-23592525	有效	2017-08-10	3,900餐食份/日	陳O蒨	營養師暨主任 楊O鳳營養師暨組長 劉O秀營養師 王O宏廚師 林O麗						
衛評餐服字第214號	臺中市	餐飲服務業	臺中市立北新國民中學供膳場所	徐吉春	406 北屯區 柳陽東街180號	04-22449374	有效	2017-08-13	2,700餐食份/日	劉O郡	廠商營養師 張O蓓區域營養師 張O如	聚陽食品工廠	蔡炫耀	臺中市北區建成里東成路107號	04-22385097		
衛評餐服字第215號	宜蘭縣	餐飲服務業	劍湖山世界股份有限公司劍湖山王子大飯店禪園中餐廳	陳志鴻	646 雲林縣 古坑鄉永光村大湖口67-8號	05-5828111	有效	2017-08-13	360餐食份/日	張O憲	禪園中餐廳副主廚 梁O宗餐飲部經理 陳O錫						
衛評餐服字第218號	臺中市	餐飲服務業	臺中市立三光國民中學午餐廚房	楊憲章	406 北屯區 三光一街77號	04-22331783	有效	2017-09-07	4,500餐食份/日	江O緻	經理 詹O吉營養師 蔡O圜午餐秘書 吳O惠	梅景食品股份有限公司	黃信允	雲林縣西螺鎮福田里社口68-19號	05-5882573		
衛評餐服字第220號	嘉義市	餐飲服務業	臺中榮民總醫院嘉義分院供膳場所	鄭紹宇	600 西區 世賢路二段600號	05-2359630#1902	有效	2017-10-18	2,500餐食份/日	承包商衛生管理人員 劉O璇	承包商營養師 陳O星營養師 蔡O梅	鼎正有限公司	陳再昌	新北市新莊區壽山路33-22號	02-29021316		
衛評餐服字第222號	新北市	餐飲服務業	康橋學校財團法人(青山校區)供膳場所	李萬吉	23153 新店區 頂城五街80號	02-81958830	有效	2017-11-09	6,000餐食份/日	杜O雯	總務主任 張O能行政組組長 鄭O芳食品技師 李O芳管理人員 洪O榮	昱品食品有限公司	林志聰	新北市樹林區忠愛街2號1樓	02-26890808		
衛評餐服字第226號	桃園市	餐飲服務業	誠盟股份有限公司桃園分公司桃園國際機場第二航廈D區四樓義美點心世界供膳場所	古素琴	337 大園區 航站南路9號	03-2754588	有效	2018-01-14	1400 餐食份/日	杜O璋、陳O柔	經理 徐O美衛生管理(專責)人員暨副理 杜O璋衛生管理(專責)人員暨主任 陳O柔衛生管理(職代)人員暨副理 黃O明						
衛評餐服字第228號	臺中市	餐飲服務業	臺中市立惠文高級中學午餐廚房	劉欽敏	408 南屯區 公益路2段298號	04-22503928	有效	2018-01-19	6000 餐食份/日	黃O茵	衛生管理人員 黃O茵學校營養師 邱O敏營養師 蘇O營養師 洪O芝	梅景食品股份有限公司	黃信允	雲林縣西螺鎮福田里社口68-19號	05-5882573		
衛評餐服字第229號	臺南市	餐飲服務業	桂田酒店股份有限公司桂田酒店心巴黎百匯自助餐廳	朱仁宗	710 永康區 台南市永安一街99號	06-2438999	有效	2018-01-30	400	李O華	餐飲部營養師：黃O廷餐飲部協理：劉O銘西廚房主廚：陳O泉衛生管理專責人員暨西餐廳副主任：李O華						
衛評餐服字第231號	嘉義縣	餐飲服務業	大潤發流通事業股份有限公司斗南分公司即食熟食供膳場所	王中原	630 斗南鎮 雲林縣斗南鎮西岐里文化街119巷21號	05-5955959	有效	2018-01-30	200 餐食份/日	張O真	食品助理：張O琪食品經理：周O明衛生管理(專責)人員暨熟食課長：張O真						
衛評餐服字第234號	嘉義縣	餐飲服務業	臺中榮民總醫院灣橋分院供膳場所	王立敏	604 竹崎鄉 灣橋村石麻園38號	05-2791072	有效	2018-02-04	1850 餐食份/日	羅O娟	營養科營養員：劉O蓉承包商營養員：沈O如衛生管理專責人員暨承包商營養師：羅O娟	鼎正有限公司	陳再昌	新北市新莊區壽山路33-22號	02-29021316		
衛評餐服字第239號	新北市	餐飲服務業	雲朗觀光股份有限公司新莊分公司翰品酒店兆慶廳	林靜如	242 新莊區 中正路82號	02-29939788	廢止	2018-02-14	400 餐食份/日	何O偉	餐飲辦事員：林O齡餐飲部協理：余O筠餐飲部經理：吳O蓉衛生管理專責人員暨中央廚房主廚：何O偉打伙：林O瑄						
衛評餐服字第240號	臺北市	餐飲服務業	台北花園大酒店股份有限公司(宴會廳)	張茂松	100 中正區 中華路二段1號	02-23143300	有效	2018-05-30	800	翁O隆	行政主廚：張O松食品衛生安全經理：莊O勤衛生管理(專責)人員：翁O隆衛生管理(職代)人員：高O榮小組成員：郭O芝、林O毅、業O穎、劉O萱、馬O冬、葉O廷						
衛評餐服字第241號	臺北市	餐飲服務業	國泰醫療財團法人國泰綜合醫院供膳場所	李發焜	106 大安區 仁愛路四段266巷280號	02-27082121	有效	2018-06-07	2000	林O銘	營養師：李O蓉組長：黃O英股長：楊O萍衛生管理(專責)人員：林O銘衛生管理(專責)代理人員：田O容小組成員：賴O怡						
衛評餐服字第242號	臺中市	餐飲服務業	台中市西屯區大鵬國民小學供膳場所	呂孝修	407 西屯區 中平路268號	04-22914655	有效	2018-06-07	3000	李O貞	衛生管理人員：李O貞營養師：顏O方午餐秘書：陳O娟	勝騏餐飲有限公司	謝勝騏	臺中市大雅區中山北路3號2樓	04-25685299		
衛評餐服字第243號	新竹縣	餐飲服務業	臺北榮民總醫院新竹分院供膳場所	彭家勳	310 竹東鎮 中豐路一段81號	03-5962134	有效	2018-06-24	6600	蘇O霖	衛管人員暨駐點營養師：蘇O霖院方營養室主任：蔡O龍駐點管理人員：黃O琴	鼎正有限公司	陳再昌	新北市新莊區壽山路33-22號	02-29021316		
衛評餐服字第244號	高雄市	餐飲服務業	高雄市私立復華高級中學供膳場所(米珍香食品有限公司承包)	康木村	802 苓雅區 民權一路42號	07-7021966	有效	2018-06-27	3500	鄭O琦	米珍香食品有限公司負責人：謝O安復華中學庶務組長：孫O泰廚師：蕭O祥營養師暨衛生管理(專責)人員：鄭O琦	米珍香食品有限公司負責人	謝騏安	高雄市三民區灣中里建工路776號13樓	07-5373882		
衛評餐服字第245號	臺中市	餐飲服務業	臺中市惠文國民小學供膳場所	曾金美	408 南屯區 公益路二段300號	04-22596907	廢止	2018-06-30	4000	王O翔	校園營養師：劉O瑱專員：林O萱衛生管理(專責)人員：王O翔	怡饗美食股份有限公司	洪順全	台中市西屯區工業區十路11-1號	04-23593799		
衛評餐服字第236號	新北市	餐飲服務業	新北市私立聖心女子高級中學餐廳廚房供膳場所	魏雪玲	249 八里區 龍米路一段263號	02-26182287	廢止	2018-02-04	3200 餐食份/日	郭O瑄	駐校營養師：許O鳳學校專責幹事：池O芳衛生管理專責人員：郭O瑄	全盛美食有限公司及鮮口味有限公司	彭盛焜、徐麗秋	新北市樹林區保安街三段一巷1號、桃園市平鎮區民族路雙連2段118巷19號	02-46884900、03-4903993		
衛評餐服字第248號	彰化縣	餐飲服務業	彰化縣彰化市泰和國民小學供膳場所(台邑餐飲有限公司承包)	楊式愷、童育賢	500 彰化市 阿夷里泰和路二段145巷1號	04-7222433	有效	2018-08-19	5500	林O倫	營養師：黃O榆午餐秘書：王O姿副總：趙O毅衛生管理(專責)人員：林O倫						
衛評餐服字第249號	宜蘭縣	餐飲服務業	財團法人天主教靈醫會羅東聖母醫院供膳場所	徐會棋	265 羅東鎮 中正南路160號	03-9544106	有效	2018-07-22	900	莊O霆	提案人兼品質管理人員：陳O瑩同意人兼小組召集人：鄭O方食品衛生管理(專責)人員：莊O霆生產管理人員：林O斌品質管理人員：張O芳						
衛評餐服字第250號	新北市	餐飲服務業	衛生福利部臺北醫院營養科供膳場所	徐錦池	242 新莊區 思源路127號地下一樓	02-22765566	有效	2018-08-01	2500	朱O穎、黃O軒(黃O翎)、陳O霓、羅O馨	營養師：蔡O梅營養科代理主任：李O霓營養師暨衛生管理(專責)人員：朱O穎營養師暨衛生管理(專責)人員：黃O軒(黃O翎)營養師暨衛生管理(專責)人員：陳O霓營養師暨衛生管理(專責)人員：羅O馨						
衛評餐服字第251號	臺北市	餐飲服務業	金色三麥餐飲股份有限公司(南港City Link店)	葉冠廷	115 南港區 忠孝東路七段299號C棟1樓	02-27827000	有效	2018-10-04	780	李O鑫	營運經理：陳O美店長：林O芬內場主管：黃O雪廚師暨衛生管理(專責)人員(代理人)：李O鑫						
衛評餐服字第255號	新北市	餐飲服務業	雲品國際酒店股份有限公司新莊分公司(頤品大飯店)	丁原偉	242 新莊區 五工路66號5~8樓	02-8522-6666	有效	2018-12-16	6000	吳O偉	總經理特助兼管理部協理：辜O一行政主廚：張O裕管理部總務採購組採購專員：侯O毅副主廚暨衛生管理(專責)人員：吳O興行政主廚暨衛生管理(職代)人員：吳O偉總經理室衛管專員暨衛生管理(職代)人員：陳O玲						
衛評餐服字第256號	高雄市	餐飲服務業	高雄榮民總醫院營養室廚房	劉俊鵬	813 左營區 大中一路386號	07-3468247	有效	2019-01-05	18000	黃O儀、錢O妙、蔡O錄	營養室膳食管理組組長：陳O吟營養室主任：王O君營養室膳食管理組營養師：施O鳳營養室膳食管理組人員暨衛生管理(專責)人員：黃O儀營養室膳食管理組人員暨衛生管理人員：錢O妙營養室廚師暨衛生管理人員：蔡O錄						
衛評餐服字第257號	嘉義縣	餐飲服務業	長庚醫療財團法人嘉義長庚紀念醫院供膳場所	蔡熒煌	613 朴子市 嘉朴路溪段6號、8號	05-3621000	廢止	2019-01-11	4950	謝O岑	院方營養師：陳O寧駐點營養師：王O純衛生管理(專責)人員：謝O岑	鼎正有限公司	陳再昌	新北市新莊區壽山路33-22號	02-29021316		
衛評餐服字第260號	新北市	餐飲服務業	新北市鶯歌區鳳鳴國民小學供膳場所	曾俊凱	239 鶯歌區 永和街120號	02-26797554	有效	2019-02-15	4000	陳O捷	衛生管理專責人員：陳O捷管理代表：徐O敏行政主廚：林O銘學校營養師：洪O真	全盛美食有限公司	彭盛焜	新北市樹林區保安街三段1巷1號	02-26884900		
衛評餐服字第262號	臺南市	餐飲服務業	台灣基督長老教會新樓醫療財團法人麻豆新樓醫院供膳場所	唐秋敏	721 麻豆區 小埤里苓子林20號	06-5702228	有效	2019-03-07	700	尤O如	總務室主任：孫O平營養組組長：許O婷營養師：龔O怡營養師：邱O珊衛生管理(專責)人員：尤O如						
衛評餐服字第261號	基隆市	餐飲服務業	衛生福利部基隆醫院供膳場所	林慶豐	201 信義區 信二路268號	02-24292525	有效	2019-03-30	1736	康O菁	衛生管理專責人員：康O菁院方營養師：李O蕙院方營養室主任：張O瑜	鼎正有限公司	陳再昌	新北市新莊區壽山路33-22號	02-29021316		
衛評餐服字第263號	臺中市	餐飲服務業	中山醫學大學附設醫院供膳場所	黃建寧	402 南區 建國北路一段110號	04-24739595	有效	2019-05-16	600	姚O緯	小組長暨營養師：羅O晴營養科主任：姜O月廚師：盧O平團膳營養師暨衛管職務代理人：徐O鵬營養師暨衛管第二職務代理人：蕭O瑾衛生專責管理營養師暨衛生管理(專責)人員：姚O緯						
衛評餐服字第149號	嘉義市	餐飲服務業	財團法人嘉義市私立保康社會福利慈善事業基金會嘉義市私立保康老人長期照顧中心供膳場所	陳志宏	600 東區 保順路121號	05-2718003	展延(有效)	2017-09-26	550	李O雯	食品衛生管理專責人員 李O雯護理長 柯O菁廚師 蘇OO娥						
衛評餐服字第014號	臺中市	餐飲服務業	台中市中正國民小學供膳場所	劉智云	403 西區 英才路423號	04-23212041	廢止	2014-05-10	3000 餐食份/日	王O珺	營養師-林O婷助理-王O舒衛生管理人員-王O珺	台邑食品有限公司	童育賢	台中縣清水鎮吳厝里東山路59-51號	04-26202168		
衛評餐服字第135號	花蓮縣	餐飲服務業	台灣基督教門諾會醫療財團法人門諾醫院壽豐分院中央廚房供膳場所(新美崙企業有限公司壽豐營業處承包)	王迺燕	974 壽豐鄉 共和村魚池52號	03-8664600	展延(有效)	2018-01-03	5,400	郭O佑	營養師 張O儀資源開發管理中心資深高專 林O桂新美崙企業有限公司壽豐分院供膳組組長 邱O淨衛生管理專責人員 郭O佑						
衛評餐服字第137號	新北市	餐飲服務業	邁克森飯店股份有限公司台北深坑假日飯店(悅-港式飲茶)	張善良	222 深坑區 北深路三段265號	02-77035888	廢止	2015-03-20	130	周揚程	食品衛生管理專責人員暨餐務部服務員 周O程餐飲部經理 戴O宇中餐主廚 洪O龍						
衛評餐服字第141號	臺北市	餐飲服務業	雲朗觀光股份有限公司台北分公司君品酒店(宴會廳)	辜懷如	103 大同區 承德路1段3號	02-21819950	廢止	2015-04-23	700	王O東	食品衛生管理專責人員暨餐務組副理 王O東宴會廳副理 李O綺宴會中廚副主廚 羅O濬						
衛評餐服字第143號	臺北市	餐飲服務業	雲朗觀光股份有限公司台北分公司君品酒店(頤宮廳)	陳志環	103 大同區 承德路1段3號	02-21819950	展延(有效)	2017-06-03	360	王O東	衛生管理人員暨餐務組經理 王O東頤宮廳經理 林O青中廚房副主廚 劉O增						
衛評餐服字第144號	新竹市	餐飲服務業	名傑開發股份有限公司(卡爾登飯店享餐廳)	陳肇霖	300 北區 北大路225號	03-5252999	廢止	2015-07-05	120	黃O翎	食品衛生管理專責人員暨餐飲組協理 黃O翎執行副總 吳O維西餐廳廚師領班 林O欽						
衛評餐服字第145號	新竹市	餐飲服務業	國立台灣大學醫學院附設醫院新竹分院供膳場所	孫瑞昇	300 北區 金華里經國路一段442巷25號	03-5326151	展延(有效)	2017-07-09	1,000	傅O梅	食品衛生管理專責人員暨營養師 傅O梅營養師主任 歐OO美營養師 黃O俐						
衛評餐服字第216號	南投縣	餐飲服務業	臺中榮民總醫院埔里分院病患伙食廚房	葛光中	545 埔里鎮 榮光路1號	049-2999897	有效	2017-08-24	1,850餐食份/日	陳O歆	承包商營養師 林O孜院方營養師 蔡O慈	鼎正有限公司有限公司	陳再昌	新北市新莊區壽山路33-22號	02-29021316		
衛評餐服字第227號	高雄市	餐飲服務業	台灣家樂福股份有限公司(高雄)成功分公司即食熟食供膳場所	詹傑超	806 前鎮區 中華五路1111號	07-5369828	有效	2018-01-18	600 餐食份/日	顏O陸	衛生管理(專責)人員暨南區生產中心處經理 顏O陸南區衛生經理 孫O月成功店生鮮處長 林O峰						
衛評餐服字第237號	新北市	餐飲服務業	家福股份有限公司台北板橋分公司即食熟食供膳場所	張瑛玿	220 板橋區 三民區二段31號B1	02-29642988	有效	2018-02-04	900 餐食份/日	葉O錠	北南區衛生經理：陳O瑜衛生管理專責人員暨板橋店生鮮處處長：葉O錠板橋店生鮮處熟食課課長：洪O惠						
衛評餐服字第151號	臺北市	餐飲服務業	雲朗觀光股份有限公司台北分公司君品酒店(雲軒廳)	陳志環	103 大同區 承德路1段3號	02-21819950	廢止	2015-10-29	600	王O東	食品衛生管理專責人員暨餐務組副理 王O東雲軒自助餐主廚 王O立雲軒自助餐副主廚  吳O偉						
衛評餐服字第176號	彰化縣	餐飲服務業	彰化縣彰化市泰和國民小學供膳場所	王春堎	彰化縣 彰化市 彰化市泰和路二段145巷1號	04-7285373	廢止	2016-02-14	7,000餐食份/日	林O慧	營養師 王O姿總經理 童O賢						
衛評餐服字第019號	高雄市	餐飲服務業	高雄市立高雄啟智學校供膳場所	陳樹城	802 苓雅區 憲政路233巷2號	07-2235904	廢止	2012-07-04	400 餐食份/日	謝O純	提案人-謝O純 業務經理兼衛管人員同意人-謝O菊 負責人小組召集人-曾O惠 廚師	耕耘食品有限公司	謝錦菊	高雄市三民區河北一路173號1樓	07-2355758		
衛評餐服字第020號	南投縣	餐飲服務業	行政院國軍退除役官兵輔導委員會埔里榮民醫院供膳場所	呂炳榮	545 埔里鎮 蜈蚣里榮光路1號	049-2988764	廢止	2012-07-19	2200 餐食份/日	楊O佩	提案人-楊O佩 衛管人員同意人-李O樺 主任小組召集人-王O君 營養師	國苗香食品有限公司	謝清蓮	台中縣豐原市社皮里三角路187號	04-25251018		
衛評餐服字第022號	臺中市	餐飲服務業	光田醫療社團法人光田綜合醫院大甲院區供膳場所	王乃弘	437 大甲區 經國路321號	04-26885599#1210	廢止	2012-08-12	1200 餐食份/日	無歷史資料	無歷史資料					99.8.13 署授食字第0990041015號 公告通過	
衛評餐服字第025號	臺中市	餐飲服務業	臺中市惠文國民小學供膳廠所	施孜姿	408 南屯區 公益路二段300號	04-22596901	廢止	2012-08-29	4,000 餐食份/日	顧O梅	股長 彭O怡 廠務 胡O豐 衛生管理(專責)人員 顧O梅	怡饗美食股份有限公司	劉榮泉	臺中市西屯區協和里工業區十路11-1號	04-23599766	中華民國99年8月30日署授食字第0991302699號函公告通過	
衛評餐服字第028號	臺中市	餐飲服務業	臺中市惠文高級中學午餐廚房	劉欽敏	408 南屯區 公益路二段298號	04-22513928	廢止	2014-11-08	6000 餐食份/日	楊O賢	食品衛生管理(專責)人員 楊O賢經理 詹O吉營養師 林O霈營養師 李O臻行政助理 許O貽	梅景便當食品工廠	黃信允	雲林縣西螺鎮正興里興農路62號	05-5882573	中華民國99年11月8日署授食字第0990066716號函公告通過	
衛評餐服字第030號	臺南市	餐飲服務業	桂田酒店心巴黎百匯自助餐廳供膳場所	朱仁宗	710 永康區 鹽行里永安一街99號	06-2438999	廢止	2014-11-15	400 餐食份/日	許O方	食品衛生管理(專責)人員暨西餐廳經理 許O方 總經理 劉O宏餐飲部協理 劉O銘西餐廳副主任 李O華西餐房主廚 陳O泉					中華民國99年11月16日署授食字第0990068832號函公告通過	
衛評餐服字第031號	臺南市	餐飲服務業	桂田酒店桂田國際宴會廳供膳場所	朱仁宗	710 永康區 鹽行里永安一街99號	06-2438999	廢止	2014-11-16	1000 餐食份/日	王O祥	食品衛生管理(專責)人員暨中餐廳副理 王O祥總經理 劉O宏 餐飲部協理 劉O銘宴會廳主廚 高O強宴會廳副主廚 彭O麟					中華民國99年11月17日署授食字第0990068840號函公告通過	
衛評餐服字第032號	彰化縣	餐飲服務業	秀傳醫療財團法人彰濱秀傳紀念醫院中央廚房	葉永祥	505 鹿港鎮 鹿工路6號、6-2號	047-813888	廢止	2012-12-01	2400 餐食份/日	胡O瑾	營養科組長 王O祁營養科主任 張O秀團膳營養師 紀O月良品營養師 張O花食品衛生管理(專責)人員 胡O瑾	良品餐飲有限公司	梁呈良	彰化縣員林鎮和平里雙平路17號1樓	047-812389	中華民國99年12月2日署授食字第0990070971號函公告通過	
