年度,月份,分類,檢體名稱,農藥殘留量,抽樣衛生局,抽樣地點
"106","05~06","包葉菜類","蘿美心","合格","新北市政府衛生局","愛買(永和店)/新北市永和區民生路46巷56號B1樓"
"106","05~06","包葉菜類","娃娃菜","合格","苗栗縣政府衛生局","全聯實業股份有限公司/苗栗縣頭份市中華路818號"
"106","05~06","包葉菜類","青花菜","合格","苗栗縣政府衛生局","全聯實業股份有限公司-苑裡店/苗栗縣苑裡鎮苑南里一鄰世界路一段91-13號"
"106","05~06","包葉菜類","高麗菜","合格","高雄市政府衛生局","石頭燒肉/高雄市鳳山區(二)五甲二路157號"
"106","05~06","包葉菜類","高麗菜","合格","南投縣政府衛生局","白沿汝/南投縣仁愛鄉大同村農會對面攤位"
"106","05~06","小葉菜類","油菜","合格","臺東縣衛生局","松富物流股份有限公司/台東縣台東市豐樂里大道路1號1樓"
"106","05~06","小葉菜類","青江菜","合格","臺東縣衛生局","松富物流股份有限公司/台東縣台東市豐樂里大道路1號1樓"
"106","05~06","小葉菜類","芥藍","合格","臺東縣衛生局","松富物流股份有限公司/台東縣台東市豐樂里大道路1號1樓"
"106","05~06","小葉菜類","有機青江","合格","臺東縣衛生局","養生園/台東縣台東市新生路426號"
"106","05~06","小葉菜類","有機青江菜","合格","臺東縣衛生局","美生行/台東縣台東市自強里新生路427號"
"106","05~06","小葉菜類","蔥","得克利Tebuconazole 0.03 (不符使用規定)","桃園市政府衛生局","朝敏果菜批發行/桃園市中壢區中正路1451號"
"106","05~06","小葉菜類","青江菜","佈飛松Profenophos 3.9 (1.0)","桃園市政府衛生局","朝敏果菜批發行/桃園市中壢區中正路1451號"
"106","05~06","小葉菜類","西芹","合格","桃園市政府衛生局","家樂福-八德店/桃園市八德區介壽路一段728號B2F"
"106","05~06","小葉菜類","宜蘭三星蔥","合格","桃園市政府衛生局","家樂福-八德店/桃園市八德區介壽路一段728號B2F"
"106","05~06","小葉菜類","青江菜","合格","桃園市政府衛生局","台西農產企業有限公司/桃園市桃園區中正路746號1樓"
"106","05~06","小葉菜類","青江菜","阿巴汀Abamectin 0.08 (0.05)、賽洛寧λ-Cyhalothrin 1.2 (1.0)","桃園市政府衛生局","陳秋琪/桃園市蘆竹區中正北路396-10號"
"106","05~06","小葉菜類","芥藍(荷蘭芽)","合格","桃園市政府衛生局","陳秋琪/桃園市蘆竹區中正北路396-10號"
"106","05~06","小葉菜類","格蘭菜","合格","基隆市政府衛生局","微笑蔬果專賣店/基隆市中正區義二路175號1樓"
"106","05~06","小葉菜類","蔥","合格","基隆市政府衛生局","微笑蔬果量販店（100年學校食材商）/基隆市暖暖區暖暖街176號1樓"
"106","05~06","小葉菜類","茼蒿","合格","基隆市政府衛生局","和平市場65.67.69攤-青菜攤(野菜田商行-102年學校食材供應商)/基隆市中正區平一路023巷(和平市場65.67.69)"
"106","05~06","小葉菜類","有機廣島菜","合格","基隆市政府衛生局","全聯實業股份有限公司暖暖分公司/基隆市暖暖區暖暖街246巷166號.B1"
"106","05~06","小葉菜類","青苑洋芹","合格","基隆市政府衛生局","三兄弟生鮮蔬果（101年幼托食材商）/基隆市暖暖區源遠路136號"
"106","05~06","小葉菜類","韭菜","合格","基隆市政府衛生局","青菜水果攤（吳記蔬果店-100年學校食材商）/基隆市七堵區百六街100巷28號"
"106","05~06","小葉菜類","小白菜","合格","基隆市政府衛生局","富源蔬果行（100年學校食材商）/基隆市仁愛區愛九路1號"
"106","05~06","小葉菜類","有機西洋芹","合格","基隆市政府衛生局","棉花田生機園地股份有限公司基隆仁愛門市/基隆市仁愛區仁四路40號1樓"
"106","05~06","小葉菜類","有機尖葉萵苣","合格","基隆市政府衛生局","棉花田生機園地股份有限公司基隆仁愛門市/基隆市仁愛區仁四路40號1樓"
"106","05~06","小葉菜類","有機青江菜","合格","基隆市政府衛生局","全聯福利中心東明店-基隆分公司/基隆市信義區東明路177號1樓"
"106","05~06","小葉菜類","油菜","合格","基隆市政府衛生局","頂好超市常青分店/基隆市安樂區安樂路二段164號B1"
"106","05~06","小葉菜類","娃娃菜","合格","新北市政府衛生局","全聯實業股份有限公司土城中央二分公司/新北市土城區中央路2段191號"
"106","05~06","小葉菜類","韭菜","合格","新北市政府衛生局","家樂福/新北市板橋區三民路2段31號B1樓"
"106","05~06","小葉菜類","有機荷葉白菜","合格","新北市政府衛生局","聖德科斯(統健實業有限公司)/新北市新莊區中和街59巷8號"
"106","05~06","小葉菜類","有機小白菜","合格","新北市政府衛生局","家樂福重新店(三重)/新北市三重區重新路5段654號"
"106","05~06","小葉菜類","空心菜","合格","嘉義市政府衛生局","豐富家實業有限公司/嘉義市西區新西里青年街135號1樓"
"106","05~06","小葉菜類","地瓜菜","合格","嘉義市政府衛生局","豐富家實業有限公司/嘉義市西區新西里青年街135號1樓"
"106","05~06","小葉菜類","青江菜","合格","屏東縣政府衛生局","加祿堂副供站/屏東縣枋山鄉加綠堂加祿192-2號"
"106","05~06","小葉菜類","芥藍菜","合格","屏東縣政府衛生局","加祿堂副供站/屏東縣枋山鄉加綠堂加祿192-2號"
"106","05~06","小葉菜類","有機小松菜","合格","彰化縣衛生局","裕毛屋企業股份有限公司彰化分公司/彰化縣彰化市福安里曉陽路15號1、2樓"
"106","05~06","小葉菜類","有機地瓜葉","合格","彰化縣衛生局","裕毛屋企業股份有限公司彰化分公司/彰化縣彰化市福安里曉陽路15號1、2樓"
"106","05~06","小葉菜類","小白菜","合格","彰化縣衛生局","胡秋夏-菜攤/彰化縣和美鎮中正路183號"
"106","05~06","小葉菜類","油麥菜","合格","彰化縣衛生局","綠田農場/彰化縣員林市新興里博愛路185號前騎樓"
"106","05~06","小葉菜類","油菜-有機","合格","彰化縣衛生局","里仁彰化民族店/彰化縣彰化市中央里民族路543號"
"106","05~06","小葉菜類","有機廣東萵苣","合格","彰化縣衛生局","全聯實業股份有限公司彰化旭光分公司/彰化縣彰化市華北里旭光路139.141號"
"106","05~06","小葉菜類","韭菜","達特南Dinotefuran 0.26 (不得檢出)、賽氟滅Thifluzamide 0.01 (不得檢出)","彰化縣衛生局","大盤大百貨/彰化縣北斗鎮光復里復興路366號"
"106","05~06","小葉菜類","綠寶石萵苣(有機)","合格","新竹市衛生局","竹蓮市場46號攤/新竹市東區竹蓮市場"
"106","05~06","小葉菜類","青江菜(有機)","合格","新竹市衛生局","竹蓮市場46號攤/新竹市東區竹蓮市場"
"106","05~06","小葉菜類","油菜(有機)","合格","新竹市衛生局","竹蓮市場46號攤/新竹市東區竹蓮市場"
"106","05~06","小葉菜類","青江菜","佈飛松Profenophos 1.3 (1.0)","新竹市衛生局","松興果菜行/新竹市東區經國路一段411號"
"106","05~06","小葉菜類","青蔥","合格","新竹市衛生局","松興果菜行/新竹市東區經國路一段411號"
"106","05~06","小葉菜類","韭菜","合格","新竹市衛生局","新豐/新竹市東區經國路一段411號"
"106","05~06","小葉菜類","有機青江菜","合格","新竹市衛生局","台灣糖業股份有限公司蜜鄰便利超市/新竹市東區民族路193號"
"106","05~06","小葉菜類","青江白菜","合格","新竹市衛生局","全聯實業股份有限公司西大店/新竹市北區西大路594號"
"106","05~06","小葉菜類","粉蔥","合格","嘉義縣衛生局","嘉新果菜行/嘉義縣太保市中山路二段1號旁鐵皮建築"
"106","05~06","小葉菜類","青蔥","合格","嘉義縣衛生局","全聯實業股份有限公司/嘉義縣太保市中興路一段609號"
"106","05~06","小葉菜類","善美的有機莧菜","合格","嘉義縣衛生局","全聯實業股份有限公司嘉義竹崎分公司/嘉義縣竹崎鄉竹崎村中華路106號"
"106","05~06","小葉菜類","台灣青蔥","合格","嘉義縣衛生局","台糖蜜鄰便利超市/嘉義縣太保市安仁里嘉朴東路一段108號~110號"
"106","05~06","小葉菜類","芥蘭菜","合格","嘉義縣衛生局","3年9班排骨便當/嘉義縣梅山鄉中山路230號"
"106","05~06","小葉菜類","芥蘭菜","免敵克Bendiocarb 0.11 (不符使用規定)、阿納寧Acrinathrin 0.10 (不得檢出)","嘉義縣衛生局","菜攤-劉素招/嘉義縣梅山鄉公園路362號"
"106","05~06","小葉菜類","芥蘭菜","合格","嘉義縣衛生局","菜攤/嘉義縣梅山鄉公園路青果市場前"
"106","05~06","小葉菜類","油菜","合格","臺北市政府衛生局","惠康百貨股份有限公司敦北陽分公司/台北市松山區敦化北路199巷5號"
"106","05~06","小葉菜類","有機轉型期青江菜(250g)","合格","臺北市政府衛生局","安永鮮物士東店/台北市士林區士東路103號"
"106","05~06","小葉菜類","芥藍","合格","臺東縣衛生局","松富物流股份有限公司/台東縣台東市豐樂里大道路1號1樓"
"106","05~06","小葉菜類","紫蘇","芬佈賜Fenbutatin-oxide 0.02 (不得檢出)、三氟敏Trifloxystrobin 1.78 (不符使用規定)","新竹縣政府衛生局","北埔鄉農會供銷部/新竹縣北埔鄉北埔街94號"
"106","05~06","小葉菜類","菠菜","合格","澎湖縣衛生局","青山蔬菜行/澎湖縣馬公市大仁街40號"
"106","05~06","小葉菜類","韭菜","合格","澎湖縣衛生局","北辰市場攤販-莊陳麗花/澎湖縣馬公市北辰公有市場招牌前面(全聯社對面)"
"106","05~06","小葉菜類","韭菜","依普座Epoxiconazole 0.04 (不符使用規定)","澎湖縣衛生局","張記蔬果批發行/澎湖縣馬公市大仁街9號"
"106","05~06","小葉菜類","菠菜","合格","澎湖縣衛生局","西益春蔬菜行/澎湖縣馬公市大智街24巷27弄3號"
"106","05~06","小葉菜類","韭菜","合格","新北市政府衛生局","喜相逢/新北市淡水區中山路56號"
"106","05~06","小葉菜類","韭菜","合格","新北市政府衛生局","無市招攤商/新北市淡水區清水街17號"
"106","05~06","小葉菜類","油菜","合格","嘉義市政府衛生局","嘉全果菜合作社/嘉義市東區林森東路367巷45號"
"106","05~06","小葉菜類","大陸妹","合格","嘉義市政府衛生局","嘉全果菜合作社/嘉義市東區林森東路367巷45號"
"106","05~06","小葉菜類","蔥","合格","嘉義市政府衛生局","嘉全果菜合作社/嘉義市東區林森東路367巷45號"
"106","05~06","小葉菜類","有機芥藍菜花","合格","新北市政府衛生局","三重區農會/新北市三重區重新路2段1號B1樓"
"106","05~06","小葉菜類","芥藍菜","芬普尼Fipronil 0.003 (不符使用規定)","新北市政府衛生局","宏展蔬菜行/新北市板橋區板城路1000號"
"106","05~06","小葉菜類","萵苣","合格","臺中市政府衛生局","后里副食供應站/台中市后里區廣福村寺山路140號"
"106","05~06","小葉菜類","葱","合格","臺中市政府衛生局","清泉崗副供站/台中市大雅區月祥路303-3號"
"106","05~06","小葉菜類","青蔥","合格","臺中市政府衛生局","坪林副供站/台中市太平區中山路二段225號"
"106","05~06","小葉菜類","蚵白菜","合格","臺中市政府衛生局","成功副供站/台中市南屯區同安西巷129之10號"
"106","05~06","小葉菜類","青蔥","合格","臺中市政府衛生局","成功副供站/台中市南屯區同安西巷129之10號"
"106","05~06","小葉菜類","小白菜","合格","高雄市政府衛生局","全聯實業股份有限公司鳥松本館分公司/高雄市鳥松區本館路391-3號"
"106","05~06","小葉菜類","有機綠蘿蔓","合格","高雄市政府衛生局","全嘉興商行(億客堂生鮮超級市場)/高雄市仁武區八德南路479號"
"106","05~06","小葉菜類","有機皺葉白菜","合格","高雄市政府衛生局","愛國百貨股份有限公司仁忠分公司/高雄市仁武區仁忠路149號"
"106","05~06","小葉菜類","油菜","合格","宜蘭縣政府衛生局","永福果菜行-宜蘭果菜運銷合作社/宜蘭縣宜蘭市黎明二路1號"
"106","05~06","小葉菜類","油菜","合格","宜蘭縣政府衛生局","綠芳-宜蘭縣果菜運銷合作社/宜蘭縣宜蘭市黎明二路1號"
"106","05~06","小葉菜類","油菜","合格","宜蘭縣政府衛生局","東北/宜蘭縣宜蘭市宜蘭縣果菜運銷合作社(宜蘭市黎明二路1號)"
"106","05~06","小葉菜類","油菜","芬普尼Fipronil 0.03 (不符使用規定)","宜蘭縣政府衛生局","協興/宜蘭縣宜蘭市宜蘭縣果菜運銷合作社(宜蘭市黎明二路1號)"
"106","05~06","小葉菜類","韭菜","合格","宜蘭縣政府衛生局","正文果菜行-宜蘭縣果菜運銷合作社/宜蘭縣宜蘭市黎明二路1號"
"106","05~06","小葉菜類","韭菜","合格","宜蘭縣政府衛生局","嘉益/宜蘭縣宜蘭市宜蘭縣果菜運銷合作社(黎明二路1號)"
"106","05~06","小葉菜類","蔥","賽氟滅Thifluzamide 0.09 (不得檢出)","宜蘭縣政府衛生局","文雄果菜批發行/宜蘭縣宜蘭市黎明二路1號"
"106","05~06","小葉菜類","大陸妹","合格","雲林縣衛生局","西螺果菜市場/西螺果菜市場3棟951號"
"106","05~06","小葉菜類","大陸妹","合格","雲林縣衛生局","西螺果菜市場/西螺果菜市場3棟761號"
"106","05~06","小葉菜類","大陸妹","合格","雲林縣衛生局","全聯實業(股)公司斗六鎮南店/斗六市鎮南路246號"
"106","05~06","小葉菜類","紅鳳菜","合格","臺南市政府衛生局","臺南地區農特產品直銷中心/臺南市東區林森路1段341號"
"106","05~06","小葉菜類","妙鷹有機紅鳳菜","合格","臺南市政府衛生局","惠康百貨股份有限公司JASONS臺南夢時代店/臺南市東區中華東路1段366號B1"
"106","05~06","小葉菜類","紅鳳菜","合格","高雄市政府衛生局","自由農產行/高雄市左營區自由三路261號"
"106","05~06","小葉菜類","紅鳳菜","合格","嘉義市政府衛生局","全聯和平店/嘉義市東區和平路134之1號"
"106","05~06","小葉菜類","有機 紅鳳菜","合格","嘉義市政府衛生局","聖德科斯新民店/嘉義市西區新民路615號"
"106","05~06","小葉菜類","紅鳳菜","亞滅培Acetamiprid 23.8 (2.0)、亞托敏Azoxystrobin 11.0 (1.0)、剋安勃Chlorantraniliprole 6.2 (3.0)、達滅芬Dimethomorph 24.8 (2.5)","嘉義市政府衛生局","興業蔬菓/嘉義市東區興業西路116號"
"106","05~06","小葉菜類","紅鳳菜","亞滅培Acetamiprid 2.8 (2.0)、佈飛松Profenophos 4.4 (1.0)","嘉義市政府衛生局","春天蔬果行/嘉義市東區公明路143號"
"106","05~06","小葉菜類","有機紅鳳菜","合格","嘉義市政府衛生局","無毒的家/嘉義市東區維新路68號"
"106","05~06","小葉菜類","小刈菜","愛殺松Ethion 0.07 (不得檢出)","嘉義市政府衛生局","春天蔬果行/嘉義市東區公明路143號"
"106","05~06","小葉菜類","有機小芥菜","合格","嘉義市政府衛生局","家樂福北門店/嘉義市東區忠孝路346巷21.47號"
"106","05~06","小葉菜類","大陸妹","合格","彰化縣衛生局","台灣楓康超市股份有限公司和美分公司/彰化縣和美鎮仁安路92號"
"106","05~06","小葉菜類","大陸妹","賽福座Triflumizole 0.22 (不符使用規定)","彰化縣衛生局","胡秋夏菜攤/彰化縣和美鎮中正路18號"
"106","05~06","小葉菜類","大陸妹","合格","彰化縣衛生局","阿強攤商/彰化縣永靖鄉裕農路59號"
"106","05~06","小葉菜類","紅鳳菜","合格","彰化縣衛生局","李東嶺攤商/彰化縣永靖鄉裕農路27號對面鐵皮屋"
"106","05~06","小葉菜類","紅鳳菜","依芬寧Etofenprox 0.37 (不得檢出)、芬佈賜Fenbutatin-oxide 3.94 (不得檢出)","彰化縣衛生局","陳月紗攤商/彰化縣永靖鄉裕農路27號對面"
"106","05~06","小葉菜類","紅鳳菜","佈飛松Profenophos 18.2 (1.0)","嘉義市政府衛生局","允誠農產行/嘉義市南田路21號"
"106","05~06","小葉菜類","小芥菜","合格","臺東縣衛生局","松富物流/臺東市大道路一號"
"106","05~06","小葉菜類","芥菜","合格","臺東縣衛生局","臺東副供站/臺東市中興路三段206號"
"106","05~06","小葉菜類","有機小芥菜","合格","臺東縣衛生局","臺東家樂福/臺東市正氣路300-1號"
"106","05~06","小葉菜類","大陸妹","合格","臺北市政府衛生局","士林市場第100號攤/臺北市士林區基河路101號"
"106","05~06","小葉菜類","大陸妹","合格","臺北市政府衛生局","蔬菜攤/臺北市士林區大東路15之31對面(魚攤對面)"
"106","05~06","小葉菜類","葉萵苣-大陸A菜","合格","臺北市政府衛生局","全聯實業股份有限公司忠誠分公司/臺北市士林區忠誠路1段177號"
"106","05~06","小葉菜類","芥菜","合格","宜蘭縣政府衛生局","立晟- 宜蘭縣果菜運銷合作社/宜蘭市黎明二路1號"
"106","05~06","小葉菜類","芥菜","合格","宜蘭縣政府衛生局","阿富- 宜蘭縣果菜運銷合作社/宜蘭市黎明二路2號"
"106","05~06","小葉菜類","小芥菜","合格","宜蘭縣政府衛生局","喜互惠(民權店)/羅東鎮中興路1號"
"106","05~06","小葉菜類","有機小芥菜","合格","宜蘭縣政府衛生局","聖德科斯天然有機門市-羅東聖母店/羅東鎮中正南路142號"
"106","05~06","小葉菜類","大陸妹","合格","新竹市衛生局","新豐行/新竹市經國路一段411號"
"106","05~06","小葉菜類","葉萵苣-大陸A菜","合格","新竹市衛生局","全聯福利中心/新竹市西大路594號"
"106","05~06","小葉菜類","有機福山萵苣","合格","新竹市衛生局","柑仔店/新竹市光復路二段295號B1"
"106","05~06","小葉菜類","紅鳳菜","合格","苗栗縣政府衛生局","頭份市場外攤商/苗栗縣頭份中山市場"
"106","05~06","小葉菜類","紅鳳菜","合格","苗栗縣政府衛生局","奐興店/三義市場"
"106","05~06","小葉菜類","芥菜","合格","臺南市政府衛生局","袁若谷/臺南市善化區忠孝路59號"
"106","05~06","小葉菜類","芥菜","毆殺斯Oxadixyl 0.16 (不符使用規定)","臺南市政府衛生局","黃麗瑗/臺南市新營區中正路201號"
"106","05~06","小葉菜類","紅鳳菜","合格","臺南市政府衛生局","黃麗瑗/臺南市新營區中正路201號"
"106","05~06","小葉菜類","紅鳳菜","合格","臺南市政府衛生局","尚青永康黃昏市場/臺南市永康區中山南路282號"
"106","05~06","小葉菜類","紅鳳菜","毆殺斯Oxadixyl 0.03 (不符使用規定)、托福松Terbufos 0.09 (0.05)","臺南市政府衛生局","幸山農產行/臺南市新化區正新路283-7號"
"106","05~06","小葉菜類","有機紅鳳菜","合格","臺中市政府衛生局","裕毛屋企業(股)公司/臺中市北屯區崇德路二段370號"
"106","05~06","小葉菜類","紅鳳菜","合格","臺中市政府衛生局","家樂福文心店/臺中市南屯區文心路1段521號2樓、1樓及地下1樓"
"106","05~06","小葉菜類","紅杏菜","賽座滅Cyazofamid 0.09 (不符使用規定)、普拔克Propamocarb hydrochloride 2.64 (不符使用規定)","南投縣政府衛生局","臺灣楓康超市股份有限公司南投分公司/南投縣南投市中興路501號"
"106","05~06","小葉菜類","有機紅莧菜(紅鳳菜)","合格","南投縣政府衛生局","全聯社福利中心/南投縣竹山鎮大禮路129號"
"106","05~06","小葉菜類","有機小芥菜","合格","臺東縣衛生局","臺東大潤發/臺東市中興路3段592號"
"106","05~06","小葉菜類","小芥菜","合格","高雄市政府衛生局","鳳農市場/高雄市鳳山區五甲一路451號"
"106","05~06","小葉菜類","小芥菜","賽滅寧Cypermethrin 3.7 (2.0)、芬普尼Fipronil 0.003 (不符使用規定)","高雄市政府衛生局","鳳農市場/高雄市鳳山區五甲一路452號"
"106","05~06","小葉菜類","大陸妹","合格","新北市政府衛生局","阿斌蔬果行/土城區學府路1段256巷2弄11號"
"106","05~06","小葉菜類","葉萵苣-大陸A菜","合格","新北市政府衛生局","全聯實業股份有限公司中和中正分公司/中和區中正路80號"
"106","05~06","小葉菜類","大陸妹","合格","新北市政府衛生局","168水果 (128號)/泰山區全興路212號"
"106","05~06","小葉菜類","紅鳳菜","合格","臺南市政府衛生局","大咖優質蔬菜新營店/臺南市新營區新進路2段332號"
"106","05~06","小葉菜類","紅鳳菜","得克利Tebuconazole 0.21 (不符使用規定)、殺丹Thiobencarb 0.02 (不符使用規定)、三氟敏Trifloxystrobin 0.08 (不符使用規定)","臺南市政府衛生局","進龍菓菜行/臺南市佳里區祥和二街211號"
"106","05~06","小葉菜類","韭菜","合格","金門縣衛生局","樂多大超市有限公司/金門縣金寧鄉伯玉路二段223-1號"
"106","05~06","小葉菜類","青江菜","合格","新竹縣政府衛生局","美麒食品有限公司/新竹縣竹北市聯興里中正西路839號1樓、2樓"
"106","05~06","小葉菜類","芥蘭菜","合格","新竹縣政府衛生局","美麒食品有限公司/新竹縣竹北市聯興里中正西路839號1樓、2樓"
"106","05~06","小葉菜類","油菜","合格","嘉義市政府衛生局","頂好生鮮超市德明店/嘉義市西區德明路128.130.132號"
"106","05~06","小葉菜類","青江白菜-青江","合格","嘉義市政府衛生局","頂好生鮮超市德明店/嘉義市西區德明路128.130.132號"
"106","05~06","小葉菜類","青江菜","合格","臺中市政府衛生局","全聯實業股份有限公司台中青海分公司/台中市西屯區河南路二段466號"
"106","05~06","小葉菜類","青蔥","芬普蟎Fenpyroximate 0.17 (不符使用規定)、賜派芬Spirodiclofen 0.14 (不符使用規定)","臺北市政府衛生局","全聯實業股份有限公司民生社區分公司/台北市松山區民生東路4段133號"
"106","05~06","小葉菜類","芹菜200g","賽普洛Cyprodinil 0.02 (不符使用規定)、殺丹Thiobencarb 0.02 (不符使用規定)","臺北市政府衛生局","惠康百貨股份有限公司敦北陽分公司/台北市松山區敦化北路199巷5號"
"106","05~06","小葉菜類","蔥","畢達本Pyridaben 0.15 (不得檢出)、依普座Epoxiconazole 0.05 (不符使用規定)","臺北市政府衛生局","有福農產青年店/台北市萬華區國興路52號"
"106","05~06","小葉菜類","韭菜","合格","臺北市政府衛生局","有福農產青年店/台北市萬華區國興路52號"
"106","05~06","小葉菜類","青江菜","合格","臺北市政府衛生局","凃周玉水果店/台北市萬華區貴陽街2段166號"
"106","05~06","小葉菜類","小蔥","合格","臺北市政府衛生局","上引水產/台北市中山區民族東路410巷59號"
"106","05~06","小葉菜類","有機空心菜","合格","臺北市政府衛生局","好農市安心食品有限公司/台北市大安區復興南路2段155號1樓"
"106","05~06","小葉菜類","宜蘭蔥","合格","臺北市政府衛生局","無名攤/台北市大安區臨江街7號前(臨江市場)"
"106","05~06","小葉菜類","有機青蔥","合格","臺北市政府衛生局","統健實業股份有限公司復興瑞安門市(聖德科斯)/台北市大安區復興南路2段159號"
